"","title","date","author","type","year","entexttrue","sentiment_index","sentiment_sentiment","sentiment_mixed","sentiment_negative","sentiment_neutral","sentiment_positive"
"119","Még soha nem volt ennyi haláleset egy nap alatt: 152 beteg halt meg","2020. november 28. – 09:43","Thüringer Barbara","covid","2020","en",0,"NEUTRAL",5.00049718539231e-05,0.374700009822845,0.622060894966125,0.00318917771801353
"120","Szexuális erõszakkal vádolta meg egy teniszezõ a volt kínai miniszterelnök-helyettest, azóta nem tudják, hol van","2021. november 15. – 14:31","Presinszky Judit","tenisz","2021","en",0,"NEUTRAL",9.45282517932355e-05,0.231648102402687,0.763483464717865,0.00477392645552754
"121","Rekordot döntött a napi új fertõzöttek száma Olaszországban","2020. november 13. – 22:34","Pál Tamás","covid","2020","en",0,"NEUTRAL",0.00164429133292288,0.0457025580108166,0.949451804161072,0.00320135592482984
"122","Novák Katalin: Már februárban kifizetik a teljes 13. havi nyugdíjat","2021. november 17. – 10:01","Iván-Nagy Szilvia","goverment","2021","en",0,"NEUTRAL",0.00084755738498643,0.0538849756121635,0.918385744094849,0.0268817059695721
"123","Több mint tízezren kérték az ingyenes internetet a szolgáltatóktól","2020. november 24. – 09:52","Csatári Flóra Dóra","covid","2020","en",0,"NEUTRAL",0.00164543429855257,0.00542767066508532,0.945426642894745,0.0475002005696297
"124","Németországban rekordmagas az intenzíven ápolt koronások száma","2020. november 24. – 11:15","Csatári Flóra Dóra","covid","2020","en",0,"NEUTRAL",0.000267461611656472,0.0228233225643635,0.974131047725677,0.00277816154994071
"125","Egy ukrán fõorvos szerint van olyan kórház Ukrajnában, ahol felváltva lélegeztetik a betegeket, mert nincs elég orvosi oxigén","2020. november 13. – 14:39","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",9.68034364632331e-05,0.0915981009602547,0.901935756206512,0.00636931974440813
"126","Teljes gyülekezési tilalom lépett életbe Szlovéniában","2020. november 13. – 14:52","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",0.0237968973815441,0.0856062546372414,0.884551048278809,0.00604585511609912
"127","Koronavírusos a Liverpool sztárja","2020. november 13. – 16:37","Pál Tamás","covid","2020","en",0,"NEUTRAL",7.57358793634921e-05,0.0519565679132938,0.867635786533356,0.0803319737315178
"128","Teljesen megtelt, nem tud már betegeket fogadni a belgrádi Arénában kialakított Covid-kórház","2020. november 13. – 10:54","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",0.000246661162236705,0.233386382460594,0.758463561534882,0.00790335610508919
"129","Hazudott egy pizzéria dolgozója, ezért zártak le egy egész államot Ausztráliában","2020. november 20. – 11:02","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",0.003325518919155,0.228524640202522,0.744413375854492,0.0237365309149027
"130","Magyarország is vörös lett Szlovénia nemzetközi járványlistáján","2020. november 06. – 09:37","Thüringer Barbara","covid","2020","en",0,"NEUTRAL",0.00509684439748526,0.307621628046036,0.67334645986557,0.0139350173994899
"131","Romániában meghosszabbították a veszélyhelyzetet","2020. november 13. – 14:22","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",0.00239943317137659,0.140353143215179,0.852686524391174,0.00456091435626149
"132","A minimálbér emelését is elsodorhatja a járvány","2020. november 24. – 17:38","Bolcsó Dániel","covid","2020","en",0,"NEUTRAL",0.000513258622959256,0.179277092218399,0.815078854560852,0.00513086887076497
"133","Újabb szigorítások Moszkvában, az egyetemek átállnak távoktatásra","2020. november 13. – 10:05","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",0.0108035299926996,0.0931554138660431,0.891444325447083,0.00459666317328811
"134","Kicsit enyhült a járvány felfutása, de még korai lenne hátradõlni","2020. november 25. – 13:29","Presinszky Judit","covid","2020","en",0,"NEUTRAL",0.117587193846703,0.199638187885284,0.638380110263824,0.0443945564329624
"135","Több mint száz olimpikon és sportoló gyûjtött a kórházaknak és a mentõknek","2020. november 20. – 14:42","Thüringer Barbara","covid","2020","en",0,"NEUTRAL",0.000116269831778482,0.000803464674390852,0.888860523700714,0.11021976172924
"136","Egy nézõ sem lesz a nõi kézi-Eb-n","2020. november 24. – 17:18","Koroknai Gergely","covid","2020","en",0,"NEUTRAL",0.000113592075649649,0.00534303532913327,0.969929873943329,0.0246135219931602
"137","Szijjártó: Jövõ héten 10 db orosz vakcinaminta érkezik Magyarországra","2020. november 13. – 07:48","Iván-Nagy Szilvia","covid","2020","en",0,"NEUTRAL",0.132429972290993,0.362876564264297,0.460783362388611,0.0439101345837116
